,file,class,one_hot
582,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmber40-6.pt,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
235,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_GunshotReal44-18.pt,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1145,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Engine16-19.pt,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
228,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Rain26-21.pt,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1044,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ChimesSynth5-18.pt,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Crackling32-28.pt,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
591,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain11-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
779,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_RealExplosion16-1.pt,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1612,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Waves39-24.pt,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmbersNoRev6-6.pt,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1005,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Waves18-24.pt,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
379,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthGlassDebris18-31.pt,31,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1359,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_RealExplosion29-1.pt,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
382,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleSynth1-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmber26-3.pt,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
1333,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmbersNoRev17-6.pt,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
885,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_ApplauseSynth29-40.pt,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
862,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Applause17-16.pt,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1492,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmbersNoRev16-6.pt,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
346,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmbersNoRev22-6.pt,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
435,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmbersNoRev29-6.pt,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
896,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_DebrisGlass15-17.pt,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
672,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Helicopter13-20.pt,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
157,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Engine26-19.pt,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1284,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthGlassDebris48-31.pt,31,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1274,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Fireworks4-26.pt,26,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
739,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Crackling28-28.pt,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
630,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Engine40-19.pt,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
887,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BellStrikes23-2.pt,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1278,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Wind1-25.pt,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
598,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_WavesSynth29-41.pt,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1443,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Wind43-25.pt,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
660,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Applause19-16.pt,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Helicopter48-20.pt,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
191,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_WavesSynth33-41.pt,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1206,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Rain36-21.pt,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
406,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BellStrikes21-2.pt,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1326,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Crackling44-28.pt,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1538,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Wind20-25.pt,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1148,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain43-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1123,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BellsSynth33-0.pt,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
177,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmbersNoRev15-6.pt,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Thunder11-23.pt,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
771,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Helicopter35-20.pt,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
59,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Rain39-21.pt,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
479,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_CracklingSynth08-39.pt,39,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
962,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_HelicopterSynth11-38.pt,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthGlassDebris21-31.pt,31,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1339,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Rain33-21.pt,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1536,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ExpSynthNoRev3-5.pt,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1229,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Engine3-19.pt,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_DebrisGlass23-17.pt,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1099,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_HelicopterSynth31-38.pt,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
467,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_PouringHotSynthNoRev21-7.pt,7,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_HelicopterSynth04-38.pt,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1285,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_WindSynth20-42.pt,42,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
488,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Engine8-19.pt,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
731,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_DebrisGlass24-17.pt,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
655,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Rain18-21.pt,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
911,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmber34-3.pt,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
234,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_PourHotWater49-4.pt,4,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
289,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_DebrisGlass44-17.pt,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1605,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain40-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
606,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Thunder10-23.pt,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1093,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_CracklingSynth43-39.pt,39,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
889,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain02-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
344,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Fireworks32-26.pt,26,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1437,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain42-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
412,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_GunshotSynth27-45.pt,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
496,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_GunshotRealtwotimes34-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
323,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Waves50-24.pt,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
197,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleSynth3-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1246,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Rain28-21.pt,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
322,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain29-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
285,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_RealExplosion47-1.pt,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1269,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain25-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
664,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_HelicopterSynth39-38.pt,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
866,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ChimesSynth36-18.pt,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
253,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Thunder6-23.pt,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1193,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmbersNoRev10-6.pt,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
41,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_EngineSynth30-33.pt,33,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
355,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_HelicopterSynth05-38.pt,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1581,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Fireworks23-26.pt,26,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
500,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmbersNoRev33-6.pt,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1372,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Wind47-25.pt,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
247,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Applause46-16.pt,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
